,manufactured,brand,variant,owner,fuel,type,kms,price,city
978,2017,Toyota,Toyota Innova Crysta,1st Owner,Diesel,Automatic,85295,1569599,Noida
979,2020,Maruti,Maruti Alto,1st Owner,Petrol,Manual,3867,321199,Noida
980,2020,Maruti,Maruti Alto,1st Owner,Petrol,Manual,7610,330399,Noida
981,2017,Maruti,Maruti Ertiga,1st Owner,Diesel,Manual,16930,639099,Noida
982,2016,Honda,Honda CRV,2nd Owner,Petrol,Manual,103602,1118699,Noida
983,2017,Maruti,Maruti Ignis,1st Owner,Petrol,Manual,38691,384499,Noida
984,2016,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,54233,833699,Noida
985,2019,Honda,Honda Civic,1st Owner,Diesel,Manual,40820,1751899,Noida
986,2019,Mahindra,Mahindra Scorpio,1st Owner,Diesel,Manual,13601,1164899,Noida
987,2015,Hyundai,Hyundai Elite i20,1st Owner,Diesel,Manual,69970,507299,Noida
988,2013,Toyota,Toyota Innova,2nd Owner,Diesel,Manual,121060,552299,Noida
989,2021,Maruti,Maruti XL6,1st Owner,Petrol,Manual,2685,1064799,Noida
990,2014,Ford,Ford Ecosport,1st Owner,Petrol,Automatic,58943,513799,Noida
991,2015,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,24768,877099,Noida
992,2015,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,89521,803799,Noida
993,2013,Honda,Honda Amaze,2nd Owner,Diesel,Manual,109366,299299,Noida
994,2013,Renault,Renault Duster,1st Owner,Diesel,Manual,96788,421499,Noida
995,2020,Hyundai,Hyundai GRAND I10 NIOS,1st Owner,Petrol,Automatic,11966,757899,Noida
996,2012,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,118117,316399,Gurgaon
997,2013,Maruti,Maruti Swift,1st Owner,Diesel,Manual,114506,341599,Gurgaon
998,2014,Maruti,Maruti Ritz,1st Owner,Diesel,Manual,43382,344199,Gurgaon
999,2013,Hyundai,Hyundai i20,1st Owner,Diesel,Manual,64361,355799,Gurgaon
1000,2014,Maruti,Maruti Swift,1st Owner,Petrol,Manual,107206,401599,Gurgaon
1001,2013,Honda,Honda City,1st Owner,Petrol,Manual,44119,461199,Gurgaon
1002,2013,Maruti,Maruti Swift,1st Owner,Diesel,Manual,45417,345299,Gurgaon
1003,2011,Hyundai,Hyundai i20,1st Owner,Petrol,Manual,29080,313099,Gurgaon
1004,2018,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,11773,476799,Gurgaon
1005,2017,Maruti,Maruti Ciaz,1st Owner,Diesel,Manual,82599,625999,Gurgaon
1006,2016,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,30116,646799,Gurgaon
1007,2018,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,36699,438399,Gurgaon
1008,2012,Ford,Ford Fiesta,2nd Owner,Diesel,Manual,68356,313099,Gurgaon
1009,2012,Volvo,Volvo S60,2nd Owner,Diesel,Automatic,41361,940799,Gurgaon
1010,2018,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,23580,612399,Gurgaon
1011,2018,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,26412,582799,Gurgaon
1012,2019,Tata,Tata Tiago,1st Owner,Petrol,Manual,5332,538099,Gurgaon
1013,2017,Hyundai,Hyundai Verna,1st Owner,Diesel,Automatic,43938,1025999,Gurgaon
1014,2014,Toyota,Toyota Fortuner,2nd Owner,Diesel,Automatic,123799,1341199,Gurgaon
1015,2013,BMW,BMW X3,2nd Owner,Diesel,Automatic,69697,1260499,Gurgaon
1016,2020,Hyundai,Hyundai Aura,1st Owner,Petrol,Manual,1441,581099,Gurgaon
1017,2018,Hyundai,Hyundai Tucson New,1st Owner,Diesel,Automatic,58368,1843799,Gurgaon
1018,2015,BMW,BMW 3 Series,2nd Owner,Diesel,Automatic,35591,1642499,Gurgaon
1019,2017,Mahindra,Mahindra TUV300,1st Owner,Diesel,Manual,19065,685699,Gurgaon
1020,2016,Maruti,Maruti S Cross,1st Owner,Diesel,Manual,117629,547399,Gurgaon
1021,2019,Maruti,Maruti New Wagon-R,1st Owner,Petrol,Manual,12445,523099,Gurgaon
1022,2014,Hyundai,Hyundai Xcent,1st Owner,Petrol,Manual,40927,422699,Gurgaon
1023,2018,Mahindra,Mahindra Bolero,1st Owner,Diesel,Manual,51739,729899,Gurgaon
1024,2015,Maruti,Maruti Swift,1st Owner,Diesel,Manual,37925,407499,Gurgaon
1025,2018,Honda,Honda City,1st Owner,Diesel,Manual,43730,843899,Gurgaon
1026,2017,Maruti,Maruti Ignis,1st Owner,Petrol,Automatic,18060,528199,Gurgaon
1027,2017,Maruti,Maruti Ignis,1st Owner,Petrol,Manual,15302,558999,Gurgaon
1028,2015,Ford,Ford New Figo,2nd Owner,Petrol,Manual,54011,360699,Gurgaon
1029,2017,Ford,Ford New Figo,1st Owner,Petrol,Manual,3430,472999,Gurgaon
1030,2011,Hyundai,Hyundai i10,1st Owner,CNG,Manual,100788,253999,Gurgaon
1031,2016,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,199598,716199,Gurgaon
1032,2016,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,53957,894399,Gurgaon
1033,2016,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,78878,827899,Gurgaon
1034,2015,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,70006,508499,Gurgaon
1035,2016,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,55835,975699,Gurgaon
1036,2017,Datsun,Datsun Redi Go,2nd Owner,Petrol,Manual,20977,260999,Gurgaon
1037,2017,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,19885,840299,Gurgaon
1038,2019,Hyundai,Hyundai Venue,1st Owner,Petrol,Manual,31118,926199,Gurgaon
1039,2014,Ford,Ford Ecosport,1st Owner,Diesel,Manual,59504,516899,Gurgaon
1040,2017,Maruti,Maruti Dzire,1st Owner,Diesel,Manual,56502,573399,Gurgaon
1041,2017,Maruti,Maruti Dzire,1st Owner,Diesel,Manual,91724,574799,Gurgaon
1042,2014,Hyundai,Hyundai Elite i20,1st Owner,Diesel,Manual,72861,537899,Gurgaon
1043,2015,Maruti,Maruti S Cross,1st Owner,Diesel,Manual,95369,469799,Gurgaon
1044,2014,Audi,Audi Q3,1st Owner,Diesel,Manual,66027,1383199,Gurgaon
1045,2020,Toyota,Toyota Glanza,1st Owner,Petrol,Manual,13720,718799,Gurgaon
1046,2015,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,58003,841999,Gurgaon
1047,2015,Maruti,Maruti S Cross,1st Owner,Diesel,Manual,94544,532899,Gurgaon
1048,2014,Ford,Ford Ecosport,1st Owner,Diesel,Manual,127254,421699,Gurgaon
1049,2014,Ford,Ford Ecosport,1st Owner,Diesel,Manual,102117,449799,Gurgaon
1050,2014,Ford,Ford Ecosport,1st Owner,Diesel,Manual,66779,504999,Gurgaon
1051,2015,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,117683,793899,Gurgaon
1052,2016,Hyundai,Hyundai Elite i20,2nd Owner,Petrol,Manual,41533,508999,Gurgaon
1053,2017,Tata,Tata Tiago,1st Owner,Petrol,Manual,14031,446099,Gurgaon
1054,2016,Maruti,Maruti Baleno,2nd Owner,Petrol,Manual,32766,549499,Gurgaon
1055,2014,Hyundai,Hyundai Elite i20,1st Owner,Diesel,Manual,37833,492099,Gurgaon
1056,2015,Hyundai,Hyundai Elite i20,2nd Owner,Diesel,Manual,66762,471199,Gurgaon
1057,2016,Maruti,Maruti Baleno,1st Owner,Diesel,Manual,67332,574799,Gurgaon
1058,2016,Maruti,Maruti Baleno,1st Owner,Diesel,Manual,71530,568199,Gurgaon
1059,2014,Hyundai,Hyundai Elite i20,1st Owner,Diesel,Manual,169197,506799,Gurgaon
1060,2013,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,43986,402799,Gurgaon
1061,2020,MG,MG Hector,1st Owner,Petrol,Manual,7284,1783499,Gurgaon
1062,2018,Maruti,Maruti Dzire,1st Owner,Petrol,Manual,42575,605499,Gurgaon
1063,2016,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,57606,555699,Gurgaon
1064,2016,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,44604,559799,Gurgaon
1065,2018,Maruti,Maruti Dzire,1st Owner,Petrol,Manual,9838,571699,Gurgaon
1066,2014,Toyota,Toyota Innova,1st Owner,Diesel,Manual,69958,1097599,Gurgaon
1067,2016,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,82529,512499,Gurgaon
1068,2020,Ford,Ford New Figo,1st Owner,Petrol,Manual,3210,562899,Gurgaon
1069,2014,Ford,Ford Ecosport,2nd Owner,Diesel,Manual,50683,449599,Gurgaon
1070,2014,Maruti,Maruti Ciaz,1st Owner,Diesel,Manual,62366,532099,Gurgaon
1071,2017,Maruti,Maruti Dzire,2nd Owner,Diesel,Automatic,34349,620099,Gurgaon
1072,2018,Maruti,Maruti Dzire,1st Owner,Diesel,Manual,29735,638899,Gurgaon
1073,2016,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,101529,624799,Gurgaon
1074,2013,Toyota,Toyota Fortuner,1st Owner,Diesel,Manual,76953,1282999,Gurgaon
1075,2016,Maruti,Maruti Baleno,1st Owner,Diesel,Manual,63363,554199,Gurgaon
1076,2014,Honda,Honda Amaze,1st Owner,Diesel,Manual,70640,334399,Gurgaon
1077,2014,Hyundai,Hyundai Elite i20,1st Owner,Diesel,Manual,57615,437699,Gurgaon
1078,2013,Maruti,Maruti Ertiga,1st Owner,Diesel,Manual,112745,492599,Gurgaon
1079,2016,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,59773,657899,Gurgaon
1080,2014,Maruti,Maruti Ciaz,1st Owner,Diesel,Manual,113158,517599,Gurgaon
1081,2016,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,92569,665499,Gurgaon
1082,2015,Hyundai,Hyundai Elite i20,3rd Owner,Diesel,Manual,141314,517399,Gurgaon
1083,2017,Honda,Honda WR-V,2nd Owner,Petrol,Manual,26693,726099,Gurgaon
1084,2013,Toyota,Toyota Fortuner,1st Owner,Diesel,Automatic,74189,1215399,Gurgaon
1085,2016,Honda,Honda Jazz,1st Owner,Petrol,Manual,39344,510799,Gurgaon
1086,2016,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,34879,730699,Gurgaon
1087,2018,Maruti,Maruti Ignis,1st Owner,Petrol,Manual,17318,511399,Gurgaon
1088,2013,Honda,Honda Amaze,1st Owner,Diesel,Manual,72572,337199,Gurgaon
1089,2016,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,65443,721199,Gurgaon
1090,2014,Hyundai,Hyundai Grand i10,2nd Owner,Petrol,Manual,112190,378099,Gurgaon
1091,2013,Honda,Honda Amaze,1st Owner,Diesel,Manual,33562,359099,Gurgaon
1092,2013,Ford,Ford Ecosport,2nd Owner,Diesel,Manual,80946,426999,Gurgaon
1093,2013,Ford,Ford Ecosport,1st Owner,Diesel,Manual,113857,380299,Gurgaon
1094,2017,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,35406,764599,Gurgaon
1095,2018,Renault,Renault Kwid,2nd Owner,Petrol,Manual,41139,313499,Gurgaon
1096,2019,Hyundai,Hyundai Venue,1st Owner,Petrol,Automatic,13715,1124399,Gurgaon
1097,2014,Toyota,Toyota Innova,1st Owner,Diesel,Manual,82096,1097199,Gurgaon
1098,2016,Ford,Ford Ecosport,1st Owner,Petrol,Manual,7789,742599,Gurgaon
1099,2010,Maruti,Maruti Ritz,1st Owner,Petrol,Manual,27052,266599,Gurgaon
1100,2019,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,21556,601499,Gurgaon
1101,2013,Maruti,Maruti Swift Dzire,1st Owner,Petrol,Manual,31505,421599,Gurgaon
1102,2016,Maruti,Maruti Ciaz,2nd Owner,Diesel,Manual,56758,588999,Gurgaon
1103,2014,Hyundai,Hyundai i20,2nd Owner,Diesel,Manual,88697,369699,Gurgaon
1104,2018,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,23758,576499,Gurgaon
1105,2013,Hyundai,Hyundai Verna,2nd Owner,Petrol,Manual,48596,525399,Gurgaon
1106,2013,Maruti,Maruti Ertiga,3rd Owner,Diesel,Manual,119067,438899,Gurgaon
1107,2015,Maruti,Maruti Ciaz,2nd Owner,Diesel,Manual,61758,634699,Gurgaon
1108,2017,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,93199,668199,Gurgaon
1109,2016,Ford,Ford Ecosport,1st Owner,Petrol,Manual,22197,761599,Gurgaon
1110,2018,Honda,Honda Amaze,1st Owner,Petrol,Manual,14259,746799,Gurgaon
1111,2014,Hyundai,Hyundai Grand i10,2nd Owner,Petrol,Manual,39019,431099,Gurgaon
1112,2016,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,54460,658899,Gurgaon
1113,2017,Ford,Ford Ecosport,2nd Owner,Diesel,Manual,50477,596099,Gurgaon
1114,2016,Maruti,Maruti Wagon R 1.0,2nd Owner,Petrol,Manual,71758,335799,Gurgaon
1115,2017,Ford,Ford Figo Aspire,1st Owner,Petrol,Manual,31724,479899,Gurgaon
1116,2013,Toyota,Toyota Fortuner,2nd Owner,Diesel,Manual,117460,1268299,Gurgaon
1117,2018,Ford,Ford Figo Aspire,1st Owner,Petrol,Manual,39845,559899,Gurgaon
1118,2013,Toyota,Toyota Fortuner,1st Owner,Diesel,Automatic,154297,1258899,Gurgaon
1119,2017,Maruti,Maruti Ciaz,2nd Owner,Diesel,Manual,66396,607099,Gurgaon
1120,2013,Hyundai,Hyundai Verna,1st Owner,Diesel,Manual,82659,473899,Gurgaon
1121,2018,Hyundai,Hyundai Elite i20,2nd Owner,Diesel,Manual,74782,704399,Gurgaon
1122,2020,Toyota,Toyota YARIS,1st Owner,Petrol,Manual,13976,950999,Gurgaon
1123,2017,Ford,Ford Ecosport,1st Owner,Petrol,Automatic,20923,802199,Gurgaon
1124,2020,Honda,Honda City,1st Owner,Petrol,Automatic,10322,1344699,Gurgaon
1125,2015,Hyundai,Hyundai Verna,1st Owner,Diesel,Manual,62300,646299,Gurgaon
1126,2017,Ford,Ford Ecosport,1st Owner,Petrol,Automatic,31557,762999,Gurgaon
1127,2020,Honda,Honda City,1st Owner,Petrol,Automatic,11839,1414499,Gurgaon
1128,2013,Hyundai,Hyundai Grand i10,1st Owner,Diesel,Manual,63184,316899,Gurgaon
1129,2014,Toyota,Toyota Corolla Altis,1st Owner,Diesel,Manual,126822,661499,Gurgaon
1130,2012,Honda,Honda Brio,1st Owner,Petrol,Manual,27194,309699,Gurgaon
1131,2017,Ford,Ford Ecosport,1st Owner,Petrol,Manual,37026,730899,Gurgaon
1132,2017,Ford,Ford Ecosport,1st Owner,Petrol,Manual,16090,756599,Gurgaon
1133,2017,Maruti,Maruti S Cross,2nd Owner,Diesel,Manual,96542,854399,Gurgaon
1134,2020,Honda,Honda City,1st Owner,Petrol,Manual,8641,1107899,Gurgaon
1135,2019,MG,MG Hector,2nd Owner,Petrol,Manual,21150,1603999,Gurgaon
1136,2014,Honda,Honda City,1st Owner,Diesel,Manual,79174,541199,Gurgaon
1137,2014,Renault,Renault Duster,1st Owner,Diesel,Manual,159012,437699,Gurgaon
1138,2012,Toyota,Toyota Fortuner,1st Owner,Diesel,Manual,146017,1077899,Gurgaon
1139,2012,Hyundai,Hyundai Verna,2nd Owner,Petrol,Manual,25373,435399,Gurgaon
1140,2016,Ford,Ford Ecosport,1st Owner,Petrol,Manual,34212,710199,Gurgaon
1141,2020,Maruti,Maruti S PRESSO,1st Owner,Petrol,Manual,13207,456499,Gurgaon
1142,2020,Maruti,Maruti S PRESSO,1st Owner,Petrol,Manual,6637,475799,Gurgaon
1143,2012,Hyundai,Hyundai Verna,1st Owner,Diesel,Manual,112865,392799,Gurgaon
1144,2020,Maruti,Maruti S PRESSO,1st Owner,Petrol,Manual,6100,466699,Gurgaon
1145,2016,Ford,Ford Ecosport,1st Owner,Petrol,Manual,27829,740799,Gurgaon
1146,2017,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,31450,628399,Gurgaon
1147,2015,Hyundai,Hyundai Grand i10,1st Owner,Diesel,Manual,107330,345099,Gurgaon
1148,2018,Ford,Ford Ecosport,1st Owner,Petrol,Manual,35869,813399,Gurgaon
1149,2014,Toyota,Toyota Fortuner,1st Owner,Diesel,Manual,175240,1333199,Gurgaon
1150,2019,Renault,Renault Kwid,1st Owner,Petrol,Manual,41661,344499,Gurgaon
1151,2016,Ford,Ford Ecosport,1st Owner,Petrol,Manual,57927,710499,Gurgaon
1152,2018,Ford,Ford Ecosport,1st Owner,Diesel,Manual,35747,834799,Gurgaon
1153,2018,Ford,Ford Ecosport,2nd Owner,Petrol,Manual,22443,817699,Gurgaon
1154,2013,Toyota,Toyota Etios Liva,1st Owner,Diesel,Manual,67725,318499,Gurgaon
1155,2018,Hyundai,Hyundai Creta,2nd Owner,Diesel,Manual,59837,1251099,Gurgaon
1156,2018,Ford,Ford Ecosport,1st Owner,Diesel,Manual,28379,862499,Gurgaon
1157,2018,Ford,Ford Ecosport,1st Owner,Diesel,Manual,38471,846299,Gurgaon
1158,2017,Maruti,Maruti Baleno,1st Owner,Diesel,Manual,62283,553599,Gurgaon
1159,2018,Ford,Ford Ecosport,2nd Owner,Diesel,Manual,24772,875599,Gurgaon
1160,2014,Maruti,Maruti Ritz,1st Owner,Diesel,Manual,79805,365199,Gurgaon
1161,2018,Ford,Ford Ecosport,1st Owner,Diesel,Manual,40788,849299,Gurgaon
1162,2017,Ford,Ford Ecosport,1st Owner,Diesel,Manual,68356,676099,Gurgaon
1163,2018,Ford,Ford Ecosport,2nd Owner,Diesel,Manual,16826,850499,Gurgaon
1164,2015,Honda,Honda City,2nd Owner,Diesel,Manual,193704,488999,Gurgaon
1165,2020,Maruti,Maruti S PRESSO,1st Owner,Petrol,Manual,15934,446599,Gurgaon
1166,2013,Maruti,Maruti Swift,1st Owner,Diesel,Manual,82987,331099,Gurgaon
1167,2019,Renault,Renault Kwid,2nd Owner,Petrol,Manual,17515,344499,Gurgaon
1168,2019,Ford,Ford Ecosport,1st Owner,Petrol,Manual,14623,911999,Gurgaon
1169,2011,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,25086,250499,Gurgaon
1170,2018,Toyota,Toyota Corolla Altis,1st Owner,Petrol,Automatic,53593,1491399,Gurgaon
1171,2019,Ford,Ford Ecosport,1st Owner,Petrol,Manual,24435,860699,Gurgaon
1172,2017,Hyundai,Hyundai Elite i20,2nd Owner,Diesel,Manual,83787,636999,Gurgaon
1173,2015,Toyota,Toyota Etios,1st Owner,Diesel,Manual,77530,502399,Gurgaon
1174,2017,Ford,Ford Ecosport,1st Owner,Diesel,Manual,60954,729799,Gurgaon
1175,2014,Hyundai,Hyundai Verna,2nd Owner,Diesel,Automatic,98693,504699,Gurgaon
1176,2017,Hyundai,Hyundai Grand i10,2nd Owner,Petrol,Manual,78568,428099,Gurgaon
1177,2020,Maruti,Maruti S PRESSO,1st Owner,Petrol,Manual,4170,435999,Gurgaon
1178,2012,Volkswagen,Volkswagen Polo,1st Owner,Petrol,Manual,126101,371099,Gurgaon
1179,2018,Ford,Ford Ecosport,2nd Owner,Diesel,Manual,46082,783999,Gurgaon
1180,2019,Ford,Ford Ecosport,1st Owner,Diesel,Manual,53457,758699,Gurgaon
1181,2019,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,15604,592499,Gurgaon
1182,2019,Renault,Renault Kwid,1st Owner,Petrol,Manual,30252,344499,Gurgaon
1183,2018,Ford,Ford Ecosport,1st Owner,Diesel,Manual,52521,853199,Gurgaon
1184,2018,Maruti,Maruti Vitara Brezza,2nd Owner,Diesel,Manual,83300,716799,Gurgaon
1185,2019,Hyundai,Hyundai Creta,3rd Owner,Petrol,Automatic,14976,1256399,Gurgaon
1186,2010,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,40666,198199,Gurgaon
1187,2017,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,64350,444799,Gurgaon
1188,2018,Renault,Renault Kwid,1st Owner,Petrol,Automatic,67850,343099,Gurgaon
1189,2018,Hyundai,Hyundai Creta,3rd Owner,Diesel,Manual,29854,1235999,Gurgaon
1190,2018,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,50742,710299,Gurgaon
1191,2017,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,41963,608899,Gurgaon
1192,2017,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,20990,564899,Gurgaon
1193,2018,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,60395,688699,Gurgaon
1194,2018,Renault,Renault Kwid,1st Owner,Petrol,Manual,18277,325399,Gurgaon
1195,2019,Maruti,Maruti Alto,1st Owner,Petrol,Manual,13299,388699,Gurgaon
1196,2015,Hyundai,Hyundai Grand i10,1st Owner,Diesel,Manual,86636,381999,Gurgaon
1197,2016,Ford,Ford Ecosport,1st Owner,Diesel,Manual,88979,621999,Gurgaon
1198,2018,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,75073,578799,Gurgaon
1199,2013,Maruti,Maruti Swift,1st Owner,Diesel,Manual,70981,334999,Gurgaon
1200,2016,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,106165,301799,Gurgaon
1201,2019,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,20099,326699,Gurgaon
1202,2019,Renault,Renault Kwid,1st Owner,Petrol,Manual,16787,353899,Gurgaon
1203,2018,Hyundai,Hyundai Grand i10,2nd Owner,Petrol,Manual,55724,460899,Gurgaon
1204,2013,Maruti,Maruti Swift,1st Owner,Diesel,Manual,68749,347499,Gurgaon
1205,2019,Renault,Renault Kwid,1st Owner,Petrol,Manual,20322,353899,Gurgaon
1206,2018,Maruti,Maruti Swift,2nd Owner,Petrol,Automatic,32089,629799,Gurgaon
1207,2018,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,71192,701699,Gurgaon
1208,2014,Maruti,Maruti Swift Dzire,2nd Owner,Diesel,Manual,118729,334899,Gurgaon
1209,2017,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,49387,619899,Gurgaon
1210,2015,Hyundai,Hyundai Grand i10,2nd Owner,Petrol,Manual,63396,364999,Gurgaon
1211,2016,Ford,Ford Ecosport,1st Owner,Diesel,Manual,90171,631899,Gurgaon
1212,2013,Maruti,Maruti Swift,1st Owner,Diesel,Manual,82519,366799,Gurgaon
1213,2018,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,82601,681399,Gurgaon
1214,2019,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,14237,629899,Gurgaon
1215,2015,Mahindra,Mahindra XUV500,2nd Owner,Diesel,Manual,114885,896399,Gurgaon
1216,2017,Hyundai,Hyundai Grand i10,2nd Owner,Petrol,Manual,44688,453399,Gurgaon
1217,2014,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,56467,367099,Gurgaon
1218,2019,Maruti,Maruti Baleno,2nd Owner,Petrol,Automatic,34079,710599,Gurgaon
1219,2019,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,33968,794899,Gurgaon
1220,2016,Maruti,Maruti Swift Dzire,2nd Owner,Diesel,Manual,58123,527699,Gurgaon
1221,2020,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,3514,690699,Gurgaon
1222,2019,Renault,Renault Kwid,1st Owner,Petrol,Manual,13458,344499,Gurgaon
1223,2019,Renault,Renault Kwid,1st Owner,Petrol,Manual,20810,344499,Gurgaon
1224,2013,Hyundai,Hyundai i20,1st Owner,Diesel,Manual,32431,345299,Gurgaon
1225,2017,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,54041,283699,Gurgaon
1226,2020,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,7391,695499,Gurgaon
1227,2019,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Automatic,32662,910599,Gurgaon
1228,2016,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,158642,457899,Gurgaon
1229,2019,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,49708,786599,Gurgaon
1230,2019,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,25398,809899,Gurgaon
1231,2012,Maruti,Maruti Swift,2nd Owner,Diesel,Manual,120326,306599,Gurgaon
1232,2017,Hyundai,Hyundai Grand i10,2nd Owner,Diesel,Manual,42631,461699,Gurgaon
1233,2015,Honda,Honda Amaze,1st Owner,Petrol,Manual,28309,516099,Gurgaon
1234,2015,BMW,BMW 5 Series,2nd Owner,Diesel,Automatic,80744,1886699,Gurgaon
1235,2013,Maruti,Maruti Swift,1st Owner,Diesel,Manual,87567,332399,Gurgaon
1236,2018,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Automatic,28144,1051799,Gurgaon
1237,2013,Toyota,Toyota Etios Liva,1st Owner,Diesel,Manual,97829,357899,Gurgaon
1238,2018,Maruti,Maruti Celerio,1st Owner,Petrol,Manual,27816,524399,Gurgaon
1239,2015,Maruti,Maruti Swift,1st Owner,Diesel,Manual,68276,395899,Gurgaon
1240,2013,Maruti,Maruti Swift Dzire,2nd Owner,Diesel,Manual,49944,328299,Gurgaon
1241,2019,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,75243,778199,Gurgaon
1242,2018,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,26505,736099,Gurgaon
1243,2012,Maruti,Maruti Swift,2nd Owner,Diesel,Manual,68206,369999,Gurgaon
1244,2016,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,69989,447599,Gurgaon
1245,2015,Maruti,Maruti Swift Dzire,1st Owner,Petrol,Manual,23258,523999,Gurgaon
1246,2018,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,36807,771899,Gurgaon
1247,2013,Maruti,Maruti Swift,1st Owner,Diesel,Manual,67670,333799,Gurgaon
1248,2019,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,52300,787899,Gurgaon
1249,2018,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,33108,456899,Gurgaon
1250,2017,Maruti,Maruti Swift,1st Owner,Diesel,Manual,46220,548099,Gurgaon
1251,2019,Maruti,Maruti Baleno,2nd Owner,Petrol,Automatic,6671,830199,Gurgaon
1252,2019,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,18028,816899,Gurgaon
1253,2018,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,20713,792399,Gurgaon
1254,2014,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,5027,334799,Gurgaon
1255,2020,Maruti,Maruti Alto,1st Owner,Petrol,Manual,7949,321199,Gurgaon
1256,2015,Honda,Honda Amaze,1st Owner,Diesel,Manual,96713,404099,Gurgaon
1257,2015,Hyundai,Hyundai i10,1st Owner,Petrol,Manual,40102,365399,Gurgaon
1258,2020,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Automatic,17465,1037399,Gurgaon
1259,2019,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,27455,844899,Gurgaon
1260,2014,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,87119,394099,Gurgaon
1261,2019,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,31245,854199,Gurgaon
