,manufactured,brand,variant,owner,fuel,type,kms,price,city
2847,2018,Maruti,Maruti Celerio,1st Owner,Petrol,Manual,42869,465199,Bengaluru
2848,2016,Maruti,Maruti Wagon R 1.0,2nd Owner,Petrol,Manual,74510,403199,Bengaluru
2849,2020,Maruti,Maruti Ignis,1st Owner,Petrol,Manual,4656,562999,Bengaluru
2850,2016,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,61166,471699,Bengaluru
2851,2016,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,15831,578999,Bengaluru
2852,2017,Hyundai,Hyundai Eon,1st Owner,Petrol,Manual,22418,364699,Bengaluru
2853,2014,Hyundai,Hyundai Eon,1st Owner,Petrol,Manual,50609,348999,Bengaluru
2854,2020,Hyundai,Hyundai New Santro,1st Owner,Petrol,Manual,4482,655399,Bengaluru
2855,2016,Hyundai,Hyundai Grand i10,2nd Owner,Petrol,Manual,18671,506899,Bengaluru
2856,2016,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,22828,396399,Bengaluru
2857,2011,Maruti,Maruti Ritz,2nd Owner,Petrol,Manual,76246,367699,Bengaluru
2858,2011,Maruti,Maruti Ritz,2nd Owner,Petrol,Manual,61151,365399,Bengaluru
2859,2016,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,33876,555599,Bengaluru
2860,2019,Maruti,Maruti Celerio,2nd Owner,Petrol,Manual,21303,587399,Bengaluru
2861,2017,Maruti,Maruti Celerio,1st Owner,Petrol,Manual,27145,518699,Bengaluru
2862,2017,Maruti,Maruti Celerio,1st Owner,Petrol,Manual,15388,519499,Bengaluru
2863,2016,Hyundai,Hyundai Grand i10,2nd Owner,Petrol,Manual,12253,535199,Bengaluru
2864,2011,Maruti,Maruti Ritz,1st Owner,Petrol,Manual,39904,381099,Bengaluru
2865,2015,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,93795,339599,Bengaluru
2866,2015,Maruti,Maruti Ritz,1st Owner,Petrol,Manual,54899,533799,Bengaluru
2867,2011,Maruti,Maruti Ritz,1st Owner,Petrol,Manual,32981,401699,Bengaluru
2868,2019,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,5711,481199,Bengaluru
2869,2019,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,11944,481199,Bengaluru
2870,2016,Maruti,Maruti Celerio,2nd Owner,Petrol,Automatic,21156,482599,Bengaluru
2871,2015,Hyundai,Hyundai i10,1st Owner,Petrol,Manual,25052,471399,Bengaluru
2872,2016,Maruti,Maruti Celerio,1st Owner,Petrol,Manual,35109,447799,Bengaluru
2873,2019,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,6081,481199,Bengaluru
2874,2018,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,14600,439799,Bengaluru
2875,2019,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,8409,481199,Bengaluru
2876,2015,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,38512,317099,Bengaluru
2877,2019,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,11521,481199,Bengaluru
2878,2016,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,31051,446399,Bengaluru
2879,2017,Maruti,Maruti Alto 800,2nd Owner,Petrol,Manual,10742,320999,Bengaluru
2880,2012,Maruti,Maruti Ritz,2nd Owner,Diesel,Manual,51781,410899,Bengaluru
2881,2012,Maruti,Maruti Ritz,2nd Owner,Diesel,Manual,46939,400299,Bengaluru
2882,2018,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,17981,439799,Bengaluru
2883,2019,Maruti,Maruti Alto K10,2nd Owner,Petrol,Manual,15017,399199,Bengaluru
2884,2015,Maruti,Maruti Wagon R 1.0,2nd Owner,Petrol,Manual,15893,439199,Bengaluru
2885,2016,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,13482,330999,Bengaluru
2886,2016,Maruti,Maruti Alto 800,2nd Owner,Petrol,Manual,25517,330999,Bengaluru
2887,2014,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,39959,321899,Bengaluru
2888,2016,Maruti,Maruti Alto 800,2nd Owner,Petrol,Manual,15996,330999,Bengaluru
2889,2014,Maruti,Maruti Alto K10,2nd Owner,Petrol,Manual,34245,313399,Bengaluru
2890,2015,Maruti,Maruti Alto K10,2nd Owner,Petrol,Manual,22584,366899,Bengaluru
2891,2018,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,16547,416099,Bengaluru
2892,2016,Mahindra,Mahindra Kuv100,1st Owner,Petrol,Manual,22163,455599,Bengaluru
2893,2016,Volkswagen,Volkswagen Ameo,1st Owner,Petrol,Manual,29364,528999,Bengaluru
2894,2017,Hyundai,Hyundai Creta,1st Owner,Diesel,Automatic,38962,1249099,Bengaluru
2895,2014,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,51252,450099,Bengaluru
2896,2017,Ford,Ford Ecosport,1st Owner,Petrol,Manual,26280,853299,Bengaluru
2897,2014,Maruti,Maruti Swift Dzire,1st Owner,Petrol,Manual,42551,525799,Bengaluru
2898,2013,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,41074,369099,Bengaluru
2899,2012,Maruti,Maruti Swift,1st Owner,Petrol,Manual,34439,495499,Bengaluru
2900,2016,Maruti,Maruti Swift,1st Owner,Petrol,Manual,35352,482399,Bengaluru
2901,2016,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,33724,642699,Bengaluru
2902,2014,Maruti,Maruti Swift Dzire,2nd Owner,Diesel,Manual,79550,493999,Bengaluru
2903,2012,Hyundai,Hyundai Eon,1st Owner,Petrol,Manual,88589,314299,Bengaluru
2904,2014,Maruti,Maruti Swift,1st Owner,Petrol,Manual,39288,537599,Bengaluru
2905,2012,Maruti,Maruti Alto,1st Owner,Petrol,Manual,24708,285899,Bengaluru
2906,2019,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,19795,652799,Bengaluru
2907,2017,Honda,Honda WR-V,1st Owner,Petrol,Manual,57837,683099,Bengaluru
2908,2020,Renault,Renault Triber,1st Owner,Petrol,Automatic,8050,769199,Bengaluru
2909,2020,Hyundai,Hyundai GRAND I10 NIOS,1st Owner,Petrol,Automatic,2538,762299,Bengaluru
2910,2015,Maruti,Maruti Alto K10,2nd Owner,Petrol,Manual,36136,338899,Bengaluru
2911,2017,Honda,Honda WR-V,1st Owner,Petrol,Manual,44150,698799,Bengaluru
2912,2013,Honda,Honda City,1st Owner,Petrol,Manual,90128,539999,Bengaluru
2913,2019,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,7010,721199,Bengaluru
2914,2018,Mahindra,Mahindra XUV500,1st Owner,Diesel,Manual,33834,1495999,Bengaluru
2915,2018,Renault,Renault Kwid,1st Owner,Petrol,Manual,9848,441899,Bengaluru
2916,2014,Honda,Honda City,2nd Owner,Diesel,Manual,62269,587699,Bengaluru
2917,2016,Ford,Ford Ecosport,1st Owner,Diesel,Manual,54152,734399,Bengaluru
2918,2015,Maruti,Maruti Celerio,2nd Owner,Petrol,Automatic,27369,441099,Bengaluru
2919,2019,Hyundai,Hyundai New Santro,1st Owner,Petrol,Manual,31026,565599,Bengaluru
2920,2019,Renault,Renault Kwid,1st Owner,Petrol,Manual,16192,369599,Bengaluru
2921,2013,Maruti,Maruti Swift,1st Owner,Petrol,Manual,26021,513299,Bengaluru
2922,2018,Renault,Renault Kwid,2nd Owner,Petrol,Manual,19422,399099,Bengaluru
2923,2015,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,57741,494299,Bengaluru
2924,2018,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,47120,381599,Bengaluru
2925,2013,Nissan,Nissan Terrano,2nd Owner,Diesel,Manual,141578,584399,Bengaluru
2926,2017,Volkswagen,Volkswagen Polo,1st Owner,Petrol,Manual,13115,627099,Bengaluru
2927,2021,Volkswagen,Volkswagen Polo,1st Owner,Petrol,Manual,3408,662699,Bengaluru
2928,2018,Ford,Ford Ecosport,1st Owner,Petrol,Manual,22212,863199,Bengaluru
2929,2020,Renault,Renault Kwid,1st Owner,Petrol,Manual,7591,410599,Bengaluru
2930,2018,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,32851,362199,Hyderabad
2931,2016,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,39789,401899,Hyderabad
2932,2015,Maruti,Maruti Celerio,1st Owner,Petrol,Manual,102472,362299,Hyderabad
2933,2017,Honda,Honda Jazz,2nd Owner,Petrol,Manual,75366,604099,Hyderabad
2934,2019,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Automatic,54705,918199,Hyderabad
2935,2018,Maruti,Maruti Vitara Brezza,2nd Owner,Diesel,Manual,81477,820699,Hyderabad
2936,2015,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,234695,296199,Hyderabad
2937,2010,Hyundai,Hyundai i10,2nd Owner,Petrol,Manual,55412,322099,Hyderabad
2938,2012,Hyundai,Hyundai i10,2nd Owner,Petrol,Manual,50410,316099,Hyderabad
2939,2013,Hyundai,Hyundai i10,1st Owner,Petrol,Manual,26355,398599,Hyderabad
2940,2016,Hyundai,Hyundai Elite i20,1st Owner,Diesel,Manual,51885,695499,Hyderabad
2941,2017,Renault,Renault Kwid,2nd Owner,Petrol,Manual,36933,421799,Hyderabad
2942,2020,Ford,Ford Ecosport,1st Owner,Petrol,Manual,5634,1248999,Hyderabad
2943,2015,Toyota,Toyota Innova,2nd Owner,Diesel,Manual,144861,931499,Hyderabad
2944,2017,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,97198,572499,Hyderabad
2945,2018,Datsun,Datsun Redi Go,1st Owner,Petrol,Manual,28385,317799,Hyderabad
2946,2020,Hyundai,Hyundai Venue,1st Owner,Diesel,Manual,40139,1035499,Hyderabad
2947,2015,Maruti,Maruti Celerio,2nd Owner,Petrol,Manual,81840,376299,Hyderabad
2948,2019,Maruti,Maruti Dzire,1st Owner,Diesel,Manual,21577,735499,Hyderabad
2949,2018,Hyundai,Hyundai New Santro,1st Owner,Petrol,Manual,25002,547199,Hyderabad
2950,2019,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,32836,593699,Hyderabad
2951,2011,Hyundai,Hyundai i10,3rd Owner,Petrol,Manual,72366,314999,Hyderabad
2952,2015,Maruti,Maruti Celerio,1st Owner,Petrol,Automatic,86905,395999,Hyderabad
2953,2015,Maruti,Maruti Celerio,2nd Owner,Petrol,Automatic,57439,404199,Hyderabad
2954,2018,Volkswagen,Volkswagen Ameo,1st Owner,Petrol,Manual,65235,633299,Hyderabad
2955,2011,Hyundai,Hyundai i10,2nd Owner,Petrol,Manual,16423,325799,Hyderabad
2956,2016,Ford,Ford New Figo,1st Owner,Diesel,Manual,90812,512699,Hyderabad
2957,2017,Hyundai,Hyundai Creta,2nd Owner,Petrol,Automatic,44234,1057699,Hyderabad
2958,2019,Toyota,Toyota Innova Crysta,1st Owner,Diesel,Manual,187298,1570499,Hyderabad
2959,2018,Ford,Ford Ecosport,1st Owner,Petrol,Manual,9231,955899,Hyderabad
2960,2019,Tata,Tata Tiago,1st Owner,Petrol,Manual,29419,613699,Hyderabad
2961,2018,Hyundai,Hyundai Verna,1st Owner,Diesel,Automatic,83119,1071999,Hyderabad
2962,2018,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,69895,641699,Hyderabad
2963,2021,Ford,Ford Ecosport,1st Owner,Petrol,Manual,25610,1108499,Hyderabad
2964,2018,Maruti,Maruti Baleno,2nd Owner,Petrol,Automatic,60393,761299,Hyderabad
2965,2014,Maruti,Maruti Swift,1st Owner,Petrol,Manual,30466,464199,Hyderabad
2966,2017,Hyundai,Hyundai Grand i10,2nd Owner,Petrol,Manual,19376,532499,Hyderabad
2967,2014,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,92708,378299,Hyderabad
2968,2014,Maruti,Maruti Ritz,1st Owner,Diesel,Manual,94522,402399,Hyderabad
2969,2018,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,53339,369099,Hyderabad
2970,2011,Hyundai,Hyundai i10,1st Owner,Petrol,Automatic,79359,357899,Hyderabad
2971,2019,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,23410,460599,Hyderabad
2972,2018,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,31852,319099,Hyderabad
2973,2019,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,21402,430999,Hyderabad
2974,2019,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,18838,409199,Hyderabad
2975,2012,Maruti,Maruti Alto,1st Owner,Petrol,Manual,28719,265999,Hyderabad
2976,2018,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,36588,888895,Hyderabad
2977,2014,Ford,Ford Ecosport,1st Owner,Petrol,Manual,68522,520199,Hyderabad
2978,2020,Maruti,Maruti Ertiga,1st Owner,Petrol,Manual,24415,893799,Hyderabad
2979,2017,Honda,Honda Jazz,1st Owner,Petrol,Manual,24448,594199,Hyderabad
2980,2016,Ford,Ford New Figo,1st Owner,Diesel,Manual,63793,485899,Hyderabad
2981,2017,Renault,Renault Captur,1st Owner,Diesel,Manual,26909,835999,Hyderabad
2982,2017,Maruti,Maruti Ertiga,1st Owner,Diesel,Manual,83971,835599,Hyderabad
2983,2016,Hyundai,Hyundai Creta,1st Owner,Diesel,Automatic,108963,928699,Hyderabad
2984,2017,Hyundai,Hyundai Elite i20,2nd Owner,Petrol,Manual,87864,605199,Hyderabad
2985,2019,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,14908,764299,Hyderabad
2986,2015,Maruti,Maruti Swift Dzire,1st Owner,Petrol,Manual,50027,596099,Hyderabad
2987,2019,Maruti,Maruti Swift,1st Owner,Petrol,Manual,19837,602699,Hyderabad
2988,2015,Maruti,Maruti Swift Dzire,2nd Owner,Petrol,Manual,61290,514699,Hyderabad
2989,2016,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,7894,481399,Hyderabad
2990,2018,Hyundai,Hyundai Grand i10,2nd Owner,Petrol,Manual,13696,552299,Hyderabad
2991,2017,Maruti,Maruti Dzire,1st Owner,Petrol,Manual,26573,659299,Hyderabad
2992,2017,Maruti,Maruti Ignis,2nd Owner,Petrol,Manual,12511,554999,Hyderabad
2993,2016,Honda,Honda Amaze,1st Owner,Petrol,Manual,45838,493799,Hyderabad
2994,2018,Maruti,Maruti Vitara Brezza,2nd Owner,Diesel,Automatic,44764,951499,Hyderabad
2995,2018,Hyundai,Hyundai New Santro,1st Owner,Petrol,Manual,6542,545599,Hyderabad
2996,2016,Ford,Ford New Figo,2nd Owner,Petrol,Automatic,20857,581699,Hyderabad
2997,2014,Maruti,Maruti Ciaz,1st Owner,Petrol,Manual,120506,610699,Hyderabad
2998,2017,Ford,Ford New Figo,1st Owner,Petrol,Manual,38790,545999,Hyderabad
2999,2015,Maruti,Maruti Baleno,2nd Owner,Petrol,Manual,106686,551699,Hyderabad
3000,2016,Maruti,Maruti Vitara Brezza,2nd Owner,Diesel,Manual,96448,764699,Hyderabad
3001,2018,Maruti,Maruti S Cross,2nd Owner,Diesel,Manual,68278,905899,Hyderabad
3002,2018,Hyundai,Hyundai Verna,1st Owner,Diesel,Automatic,32419,1114199,Hyderabad
3003,2012,Maruti,Maruti Swift Dzire,2nd Owner,Diesel,Manual,129986,498399,Hyderabad
3004,2012,Maruti,Maruti Swift Dzire,1st Owner,Petrol,Manual,61660,459299,Hyderabad
3005,2018,Maruti,Maruti Ignis,1st Owner,Petrol,Manual,54888,441999,Hyderabad
3006,2012,Maruti,Maruti A Star,2nd Owner,Petrol,Automatic,97893,318399,Hyderabad
3007,2013,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,42131,247599,Hyderabad
3008,2018,Maruti,Maruti Baleno,1st Owner,Diesel,Manual,93808,786099,Hyderabad
3009,2018,Maruti,Maruti Vitara Brezza,2nd Owner,Diesel,Automatic,88052,867299,Hyderabad
3010,2019,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,22011,596299,Hyderabad
3011,2018,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,62766,340099,Hyderabad
3012,2017,Maruti,Maruti Alto K10,2nd Owner,Petrol,Manual,68809,356599,Hyderabad
3013,2019,Maruti,Maruti Eeco,2nd Owner,Petrol,Manual,9338,461999,Hyderabad
3014,2013,Hyundai,Hyundai i10,1st Owner,Petrol,Manual,35626,386499,Hyderabad
3015,2013,Hyundai,Hyundai i10,1st Owner,Petrol,Manual,55909,399699,Hyderabad
3016,2017,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,63831,651099,Hyderabad
3017,2019,Volkswagen,Volkswagen Polo,1st Owner,Petrol,Manual,29951,602399,Hyderabad
3018,2012,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,121755,488799,Hyderabad
3019,2019,Hyundai,Hyundai New Santro,1st Owner,Petrol,Manual,29693,540699,Hyderabad
3020,2014,Honda,Honda City,1st Owner,Petrol,Manual,40798,552199,Hyderabad
3021,2017,Honda,Honda City,1st Owner,Petrol,Automatic,64208,863499,Hyderabad
3022,2016,Hyundai,Hyundai Eon,1st Owner,Petrol,Manual,93393,323599,Hyderabad
3023,2017,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,44103,583899,Hyderabad
3024,2014,Hyundai,Hyundai Grand i10,1st Owner,Diesel,Manual,106258,481799,Hyderabad
3025,2010,Hyundai,Hyundai Santro Xing,1st Owner,Petrol,Manual,74312,260299,Hyderabad
3026,2018,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,9846,304499,Hyderabad
3027,2011,Maruti,Maruti Alto,2nd Owner,Petrol,Manual,36881,211199,Hyderabad
3028,2016,Mahindra,Mahindra NUVOSPORT,2nd Owner,Diesel,Automatic,62582,561299,Hyderabad
3029,2018,Honda,Honda WR-V,1st Owner,Petrol,Manual,13989,852699,Hyderabad
3030,2017,Hyundai,Hyundai Grand i10,1st Owner,Diesel,Manual,81624,410599,Hyderabad
3031,2020,Hyundai,Hyundai Venue,1st Owner,Petrol,Manual,17570,764699,Chennai
3032,2018,Volkswagen,Volkswagen Ameo,1st Owner,Petrol,Manual,18112,553399,Chennai
3033,2011,Toyota,Toyota Etios Liva,2nd Owner,Petrol,Manual,87759,324799,Chennai
3034,2015,Honda,Honda CRV,1st Owner,Petrol,Manual,80621,1151099,Chennai
3035,2015,Honda,Honda Amaze,1st Owner,Petrol,Manual,96366,434599,Chennai
3036,2014,Honda,Honda City,1st Owner,Diesel,Manual,97746,513099,Chennai
3037,2015,Honda,Honda City,3rd Owner,Petrol,Manual,79725,601999,Chennai
3038,2019,Honda,Honda WR-V,1st Owner,Diesel,Manual,32568,921899,Chennai
3039,2015,Renault,Renault Lodgy,1st Owner,Diesel,Manual,138716,639399,Chennai
3040,2017,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,54044,889699,Chennai
3041,2017,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,84016,899799,Chennai
3042,2018,Ford,Ford Freestyle,1st Owner,Petrol,Manual,20706,650899,Chennai
3043,2015,Hyundai,Hyundai Xcent,1st Owner,Petrol,Manual,161615,407499,Chennai
3044,2016,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,32369,595299,Chennai
3045,2016,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,28820,599999,Chennai
3046,2019,Maruti,Maruti Ciaz,1st Owner,Petrol,Manual,43852,869799,Chennai
3047,2016,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,54529,640099,Chennai
3048,2016,Honda,Honda City,3rd Owner,Petrol,Manual,54548,695299,Chennai
3049,2016,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,52920,704699,Chennai
3050,2016,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,87618,553099,Chennai
3051,2014,Ford,Ford Ecosport,2nd Owner,Diesel,Manual,105857,491899,Chennai
3052,2016,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,67561,573999,Chennai
3053,2011,Maruti,Maruti Wagon R 1.0,2nd Owner,Petrol,Manual,75822,306699,Chennai
3054,2012,Toyota,Toyota Fortuner,1st Owner,Diesel,Automatic,199118,1160299,Chennai
3055,2018,Ford,Ford Figo Aspire,2nd Owner,Petrol,Manual,14485,649199,Chennai
3056,2015,Honda,Honda Amaze,1st Owner,Petrol,Manual,62723,502199,Chennai
3057,2016,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,81412,557799,Chennai
3058,2018,Jeep,Jeep Compass,1st Owner,Diesel,Manual,35299,1544699,Chennai
3059,2015,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,13258,616399,Chennai
3060,2018,Hyundai,Hyundai Eon,1st Owner,Petrol,Manual,25316,353099,Chennai
3061,2016,Ford,Ford Ecosport,1st Owner,Petrol,Manual,26648,583799,Chennai
3062,2019,Honda,Honda Amaze,1st Owner,Petrol,Manual,25356,662199,Chennai
3063,2017,Honda,Honda City,1st Owner,Petrol,Manual,81387,776599,Chennai
3064,2018,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,14398,602699,Chennai
3065,2018,Mahindra,Mahindra XUV500,1st Owner,Diesel,Manual,46051,1355399,Chennai
3066,2017,Maruti,Maruti Dzire,1st Owner,Diesel,Automatic,45121,706899,Chennai
3067,2012,Honda,Honda City,2nd Owner,Petrol,Manual,79174,456199,Chennai
3068,2019,Hyundai,Hyundai Venue,1st Owner,Petrol,Manual,8848,1030499,Chennai
3069,2016,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,46562,636599,Chennai
3070,2017,Ford,Ford Ecosport,2nd Owner,Diesel,Manual,47495,782999,Chennai
3071,2013,Maruti,Maruti Swift Dzire,2nd Owner,Petrol,Manual,54017,458599,Chennai
3072,2018,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,48031,644699,Chennai
3073,2018,Maruti,Maruti Baleno,2nd Owner,Petrol,Manual,28264,622599,Chennai
3074,2019,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,29682,696399,Chennai
3075,2018,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,48488,900899,Chennai
3076,2018,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,32735,688999,Chennai
3077,2015,Ford,Ford Ecosport,1st Owner,Diesel,Manual,98161,559099,Chennai
3078,2018,Honda,Honda Jazz,1st Owner,Petrol,Manual,18310,766399,Chennai
3079,2018,Ford,Ford Ecosport,1st Owner,Petrol,Manual,23044,880399,Chennai
3080,2018,Ford,Ford Ecosport,1st Owner,Petrol,Manual,22339,880399,Chennai
3081,2019,Tata,Tata Hexa,1st Owner,Diesel,Manual,46337,1941799,Chennai
3082,2013,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,119880,452999,Chennai
3083,2019,Hyundai,Hyundai Elite i20,2nd Owner,Diesel,Manual,46928,750499,Chennai
3084,2018,Ford,Ford Ecosport,1st Owner,Petrol,Manual,48857,875399,Chennai
3085,2016,Maruti,Maruti Swift,2nd Owner,Petrol,Manual,48732,497699,Chennai
3086,2018,Hyundai,Hyundai New Santro,1st Owner,Petrol,Manual,31012,559499,Chennai
3087,2018,Ford,Ford Ecosport,1st Owner,Petrol,Manual,67833,880399,Chennai
3088,2019,Hyundai,Hyundai New Santro,1st Owner,Petrol,Manual,3810,560299,Chennai
3089,2012,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,38718,323699,Chennai
3090,2017,Maruti,Maruti Swift,1st Owner,Petrol,Manual,19826,601499,Chennai
3091,2018,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,32373,483299,Chennai
3092,2019,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,94409,1014999,Chennai
3093,2018,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,50423,567499,Chennai
3094,2016,Maruti,Maruti Celerio,1st Owner,Petrol,Automatic,43766,462699,Chennai
3095,2016,Hyundai,Hyundai i10,2nd Owner,Petrol,Manual,28579,432999,Chennai
3096,2020,Hyundai,Hyundai New Santro,1st Owner,Petrol,Manual,5784,602699,Chennai
3097,2017,Maruti,Maruti Ertiga,1st Owner,Diesel,Manual,30276,895599,Chennai
3098,2016,Hyundai,Hyundai Creta,2nd Owner,Petrol,Manual,35974,812099,Chennai
3099,2018,Hyundai,Hyundai Creta,1st Owner,Petrol,Manual,31281,1131199,Chennai
3100,2018,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Automatic,58201,1060699,Chennai
3101,2013,Maruti,Maruti Alto K10,2nd Owner,Petrol,Manual,16288,271699,Chennai
3102,2013,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,7304,295799,Chennai
3103,2010,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,33888,214799,Chennai
3104,2015,Hyundai,Hyundai i20 Active,2nd Owner,Petrol,Manual,59078,510799,Chennai
3105,2012,Hyundai,Hyundai Verna,1st Owner,Diesel,Automatic,288,527399,Chennai
3106,2015,Maruti,Maruti Ertiga,2nd Owner,Diesel,Manual,52502,685388,Chennai
3107,2009,Honda,Honda City,2nd Owner,Petrol,Manual,120464,363399,Chennai
3108,2013,Ford,Ford Ecosport,2nd Owner,Petrol,Manual,24752,512299,Chennai
3109,2017,Hyundai,Hyundai Creta,2nd Owner,Diesel,Manual,60337,800999,Chennai
3110,2018,Ford,Ford Ecosport,1st Owner,Diesel,Manual,28607,860499,Chennai
3111,2019,Renault,Renault Triber,1st Owner,Petrol,Manual,6632,690799,Chennai
3112,2018,Ford,Ford Figo Aspire,1st Owner,Petrol,Manual,20192,611599,Chennai
3113,2020,Hyundai,Hyundai Creta,1st Owner,Petrol,Manual,4959,1497899,Chennai
3114,2019,Tata,Tata Hexa,1st Owner,Diesel,Manual,34485,1722699,Chennai
3115,2018,Maruti,Maruti Baleno,2nd Owner,Petrol,Manual,41887,640199,Chennai
3116,2018,Maruti,Maruti Swift,1st Owner,Petrol,Manual,31935,573599,Chennai
3117,2017,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,46621,533199,Chennai
3118,2014,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,35325,359299,Chennai
3119,2017,Maruti,Maruti Celerio,1st Owner,Petrol,Automatic,80951,476299,Chennai
3120,2017,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,18213,458699,Chennai
3121,2015,Hyundai,Hyundai Eon,1st Owner,Petrol,Manual,33905,314999,Chennai
3122,2013,Hyundai,Hyundai i10,2nd Owner,Petrol,Manual,50047,353199,Chennai
3123,2017,Hyundai,Hyundai Eon,1st Owner,Petrol,Manual,61180,363899,Chennai
3124,2011,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,80193,202299,Chennai
3125,2019,Maruti,Maruti Ignis,1st Owner,Petrol,Manual,10937,590099,Chennai
3126,2013,Maruti,Maruti Swift,1st Owner,Petrol,Manual,104148,417099,Chennai
3127,2018,Maruti,Maruti Swift,1st Owner,Diesel,Automatic,113765,696099,Chennai
3128,2018,Mahindra,Mahindra Bolero,1st Owner,Diesel,Manual,60531,769599,Chennai
3129,2016,Renault,Renault Kwid,1st Owner,Petrol,Manual,59061,354199,Chennai
3130,2016,Renault,Renault Kwid,1st Owner,Petrol,Manual,29434,350499,Chennai
3131,2016,Renault,Renault Kwid,2nd Owner,Petrol,Manual,23804,339899,Chennai
3132,2014,Maruti,Maruti Celerio,1st Owner,Petrol,Automatic,30971,400499,Chennai
3133,2014,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,76518,527799,Chennai
3134,2014,Hyundai,Hyundai Xcent,1st Owner,Petrol,Manual,48768,461099,Chennai
